corpus_row_id,module,source_lesson_node_id,source_lesson_id,source_lesson_title,source_assignment_date,source_path,prerequisite_text,normalized_text,prerequisite_type,physics_topics,math_subtypes,prerequisite_depth,atomicity,mapping_status,direct_match_count,primary_target_node_id,primary_target_lesson_id,primary_target_lesson_title,primary_target_module,primary_target_assignment_date,primary_target_path,temporal_relation,match_confidence,match_basis,match_evidence,candidate_rank,candidate_score,top_unaccepted_candidate_title,top_unaccepted_candidate_path,top_unaccepted_candidate_score,review_scope,cycle_flag,future_review_flag
P212-0285,M2,212-M2-006,212-M2-006,Finding a Linear-Density Coefficient From Total Mass,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,Evaluate a definite integral from $0$ to the rod length.,evaluate a definite integral from 0 to the rod length,Mathematical technique,,Calculus,D3,Atomic,direct-match,1,212-M2-008,212-M2-008,Center of Mass of a Rod With Linearly Increasing Density,M2,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,later,High,worked_move_equivalent,The lesson builds and evaluates definite mass and first-moment integrals on zero to L.,1,0.3395,,,,semantically-reviewed,true,true
P212-0286,M2,212-M2-006,212-M2-006,Finding a Linear-Density Coefficient From Total Mass,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,Solve a one-step equation for an unknown coefficient.,solve a one-step equation for an unknown coefficient,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Units of a Coefficient in Angular Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,0.2501,algorithmic-screen-only,false,true
P212-0287,M2,212-M2-007,212-M2-007,Comparing Moment of Inertia From Mass Distribution,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,Identify the rotation axis and the perpendicular distance from a mass to that axis.,identify the rotation axis and the perpendicular distance from a mass to that axis,Representation and spatial literacy,Circular and rotational motion,Geometry and trigonometry,D2,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Choosing the Rotation Axis After an Off-Center Collision,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-7.md,0.3317,candidate-set-semantically-reviewed,false,true
P212-0288,M2,212-M2-007,212-M2-007,Comparing Moment of Inertia From Mass Distribution,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,Square positive distances.,square positive distances,Mathematical technique,,Numeracy and arithmetic,D1,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Balancing Opposing Inverse-Square Forces,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-2.md,0.3702,candidate-set-semantically-reviewed,false,true
P212-0289,M2,212-M2-007,212-M2-007,Comparing Moment of Inertia From Mass Distribution,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,Compare sums term by term.,compare sums term by term,Mathematical technique,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Units of a Coefficient in Angular Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,0.1897,algorithmic-screen-only,false,true
P212-0290,M2,212-M2-007,212-M2-007,Comparing Moment of Inertia From Mass Distribution,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-1.md,Recognize which parts of two configurations are identical.,recognize which parts of two configurations are identical,Semantic and physical interpretation,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Arrangement of Identical Blocks,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-1-02-Identical-Block-Groups.md,0.2411,algorithmic-screen-only,false,true
P212-0291,M2,212-M2-008,212-M2-008,Center of Mass of a Rod With Linearly Increasing Density,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,"Interpret linear density through $dm=\lambda(x)\,dx$.","interpret linear density through dm=\lambda(x)\,dx",Semantic and physical interpretation,Center of mass and density,,D2,Atomic,direct-match,1,212-M2-006,212-M2-006,Finding a Linear-Density Coefficient From Total Mass,M2,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,earlier,High,concept_equivalent,The lesson explicitly turns a thin segment into dM equals lambda of x dx.,1,0.3369,,,,semantically-reviewed,true,true
P212-0292,M2,212-M2-008,212-M2-008,Center of Mass of a Rod With Linearly Increasing Density,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,Use the power rule for antiderivatives.,use the power rule for antiderivatives,Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Units of a Coefficient in Angular Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,0.1593,algorithmic-screen-only,false,true
P212-0293,M2,212-M2-008,212-M2-008,Center of Mass of a Rod With Linearly Increasing Density,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,"Evaluate definite integrals on $[0,L]$.","evaluate definite integrals on [0,l]",Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Angular Displacement Before Reversal,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-2.md,0.2815,algorithmic-screen-only,false,true
P212-0294,M2,212-M2-008,212-M2-008,Center of Mass of a Rod With Linearly Increasing Density,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,Simplify a quotient of algebraic expressions.,simplify a quotient of algebraic expressions,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Wave Speed from a Traveling-Wave Equation,/Users/jake/Developer/study/vault/212/M5/2026-07-28-HW-7/Lessons/Problem-10.md,0.1607,algorithmic-screen-only,false,true
P212-0295,M2,212-M2-009,212-M2-009,Eliminating a Density Constant in a Rod-Inertia Integral,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,Evaluate definite integrals with the power rule.,evaluate definite integrals with the power rule,Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Center of Mass of a Rod With Linearly Increasing Density,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-2.md,0.2671,algorithmic-screen-only,false,true
P212-0296,M2,212-M2-009,212-M2-009,Eliminating a Density Constant in a Rod-Inertia Integral,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,"Use $dm=\lambda(x)\,dx$ for a linear mass density.","use dm=\lambda(x)\,dx for a linear mass density","Physics concept, law, or relation",Center of mass and density,,D2,Atomic,direct-match,1,212-M2-006,212-M2-006,Finding a Linear-Density Coefficient From Total Mass,M2,2026-07-07,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-6.md,earlier,High,worked_move_equivalent,The lesson uses dM equals lambda dx to accumulate a rod's total mass.,2,0.4059,,,,semantically-reviewed,false,false
P212-0297,M2,212-M2-009,212-M2-009,Eliminating a Density Constant in a Rod-Inertia Integral,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,"Use $I=\int x^2\,dm$ for moment of inertia about the origin.","use i=\int x^2\,dm for moment of inertia about the origin","Physics concept, law, or relation",Moment of inertia,Calculus,D3,Atomic,direct-match,1,212-M2-021,212-M2-021,Calculating a Rod's Moment of Inertia from Linear Density,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-5.md,later,High,worked_move_equivalent,The lesson constructs I as the integral of x squared lambda dx about an origin axis.,1,0.3145,,,,semantically-reviewed,false,true
P212-0298,M2,212-M2-010,212-M2-010,Moment of Inertia About an Off-Center Rod Pivot,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,Locate the midpoint of a uniform rod at $L/2$ from either end.,locate the midpoint of a uniform rod at l/2 from either end,Mathematical technique,,Geometry and trigonometry,D2,Atomic,direct-match,1,212-M2-042,212-M2-042,Balancing a Rod and Sphere About a Support,M2,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-6.md,later,High,concept_equivalent,The lesson places a uniform rod's center of mass and weight at L over two.,4,0.2341,,,,semantically-reviewed,true,true
P212-0299,M2,212-M2-010,212-M2-010,Moment of Inertia About an Off-Center Rod Pivot,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,Subtract and add fractions with unlike denominators.,subtract and add fractions with unlike denominators,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.1402,algorithmic-screen-only,false,true
P212-0300,M2,212-M2-010,212-M2-010,Moment of Inertia About an Off-Center Rod Pivot,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,Square a fraction.,square a fraction,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,direct-match,1,212-M2-024,212-M2-024,Mass Removed from a Uniform Disk,M2,2026-07-12,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,later,High,worked_move_equivalent,The lesson squares radius fractions and practices turning them into area and mass fractions.,2,0.2943,,,,semantically-reviewed,false,true
P212-0301,M2,212-M2-010,212-M2-010,Moment of Inertia About an Off-Center Rod Pivot,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,"Use the center-of-mass moment of inertia of a uniform thin rod, $I_{\mathrm{cm}}=\frac{1}{12}mL^2$.","use the center-of-mass moment of inertia of a uniform thin rod, icm=112ml^2","Physics concept, law, or relation",Moment of inertia,,D3,Atomic,direct-match,1,212-M2-045,212-M2-045,Moment of Inertia of a Rod–Ball Composite,M2,2026-07-15,/Users/jake/Developer/study/vault/212/M2/2026-07-15-HW-4/Lessons/Problem-9.md,later,High,worked_move_equivalent,The lesson explicitly uses the uniform-rod center-axis inertia one twelfth m L squared.,7,0.3169,,,,semantically-reviewed,true,true
P212-0302,M2,212-M2-011,212-M2-011,Comparing Torque Magnitudes From a Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,Identify the pivot and the position vector from the pivot to the point where a force is applied.,identify the pivot and the position vector from the pivot to the point where a force is applied,Representation and spatial literacy,Forces and Newtonian dynamics | Torque and equilibrium,Vector mathematics,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Load Position at the Tipping Point,/Users/jake/Developer/study/vault/212/M2/2026-07-13-M2-4/Lessons/Problem-2.md,0.2946,algorithmic-screen-only,false,true
P212-0303,M2,212-M2-011,212-M2-011,Comparing Torque Magnitudes From a Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,Recognize the angle between two vectors.,recognize the angle between two vectors,Mathematical technique,,Geometry and trigonometry | Vector mathematics,D3,Atomic,direct-match,1,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,same-date,High,worked_move_equivalent,The lesson teaches how to identify the tail-to-tail angle between position and force vectors.,1,0.3653,,,,semantically-reviewed,false,false
P212-0304,M2,212-M2-011,212-M2-011,Comparing Torque Magnitudes From a Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,Use $\sin 0^\circ=\sin 180^\circ=0$ and $\sin 90^\circ=1$.,use \sin 0^\circ=\sin 180^\circ=0 and \sin 90^\circ=1,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Comparing Centripetal Acceleration with the Radius Vector,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-7.md,0.1004,algorithmic-screen-only,false,true
P212-0305,M2,212-M2-011,212-M2-011,Comparing Torque Magnitudes From a Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-1.md,Compare nonnegative quantities without computing every value exactly.,compare nonnegative quantities without computing every value exactly,Mathematical technique,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Gravitational Potential Energy of a Three-Body System,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-8.md,0.1995,algorithmic-screen-only,false,true
P212-0306,M2,212-M2-012,212-M2-012,Finding the Smallest Torque From a Force Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,Identifying a rotation axis or pivot,identifying a rotation axis or pivot,"Physics concept, law, or relation",Circular and rotational motion | Torque and equilibrium,,D1,Atomic,direct-match,1,212-M2-010,212-M2-010,Moment of Inertia About an Off-Center Rod Pivot,M2,2026-07-08,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,earlier,High,worked_move_equivalent,The lesson locates an off-center pivot and measures its separation from the central axis.,1,0.3884,,,,semantically-reviewed,false,false
P212-0307,M2,212-M2-012,212-M2-012,Finding the Smallest Torque From a Force Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,Reading vector directions from a diagram,reading vector directions from a diagram,Mathematical technique,,Vector mathematics,D3,Atomic,direct-match,1,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,same-date,High,worked_move_equivalent,The lesson reads position and force directions from a diagram before finding their angle.,2,0.3302,,,,semantically-reviewed,false,false
P212-0308,M2,212-M2-012,212-M2-012,Finding the Smallest Torque From a Force Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,Evaluating sine at common angles,evaluating sine at common angles,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Exact Diffraction-Grating Positions on a Screen,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-7.md,0.1469,algorithmic-screen-only,false,true
P212-0309,M2,212-M2-012,212-M2-012,Finding the Smallest Torque From a Force Diagram,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,Comparing nonnegative quantities,comparing nonnegative quantities,Mathematical technique,,,D1,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Finding When Angular Velocity Reverses Direction,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-1.md,0.3165,candidate-set-semantically-reviewed,false,true
P212-0310,M2,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,Convert centimeters to meters.,convert centimeters to meters,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1785,algorithmic-screen-only,false,true
P212-0311,M2,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,Evaluate the sine of a special angle.,evaluate the sine of a special angle,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Deriving the Angle in a Conical Pendulum,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,0.1746,algorithmic-screen-only,false,true
P212-0312,M2,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,Recognize clockwise and counterclockwise rotation about a pivot.,recognize clockwise and counterclockwise rotation about a pivot,Representation and spatial literacy,Circular and rotational motion | Torque and equilibrium,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Moment of Inertia About an Off-Center Rod Pivot,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-4.md,0.2815,algorithmic-screen-only,false,true
P212-0313,M2,212-M2-014,212-M2-014,Finding the Direction of a Torque Vector,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-4.md,Position and force vectors,position and force vectors,"Physics concept, law, or relation",Forces and Newtonian dynamics,Vector mathematics,D3,Atomic,direct-match,1,212-M2-013,212-M2-013,Finding Torque from a Force at an Angle,M2,2026-07-09,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,same-date,High,concept_equivalent,The lesson explicitly constructs the position vector from pivot to force application and pairs it with the force vector.,1,0.3628,,,,semantically-reviewed,false,false
