node_id,lesson_id,topic_code,module,assignment_folder,assignment_date,assignment_code,assignment_type,lesson_file,lesson_kind,problem_number,lesson_title,source_relative_path,source_path,headings,incoming_prerequisite_edge_count,dependent_lesson_count,outgoing_matched_prerequisite_count,prerequisite_hub,cycle_flag,cycle_component_id,cycle_member_count
PATH:M6/2026-08-09-HW-9/Lessons/Problem-4.md,,,M6,2026-08-09-HW-9,2026-08-09,HW-9,Homework,Problem-4.md,Problem lesson,4,Predicting Changes in Double-Slit Fringe Spacing,M6/2026-08-09-HW-9/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-4.md,Read the Fringe-Spacing Formula | Translate a Frequency Change | Change the Screen Distance | Change the Slit Separation | Combine Several Changes,0,0,1,false,false,,
PATH:M6/2026-08-09-HW-9/Lessons/Problem-5.md,,,M6,2026-08-09-HW-9,2026-08-09,HW-9,Homework,Problem-5.md,Problem lesson,5,Fitting More Double-Slit Fringes on a Fixed Screen,M6/2026-08-09-HW-9/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-5.md,Translate Fringe Count Into Fringe Spacing | Follow a Frequency Change Through Wavelength | Read the Geometry Factors | Combine Changes With Scale Factors,0,0,2,false,false,,
PATH:M6/2026-08-09-HW-9/Lessons/Problem-6.md,,,M6,2026-08-09-HW-9,2026-08-09,HW-9,Homework,Problem-6.md,Problem lesson,6,Changing Slit Separation at a Fixed Fringe Angle,M6/2026-08-09-HW-9/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-6.md,Translate Fringe Labels Into Path Differences | Compare Conditions at One Angle | Use a Direction Check | Apply the Full Method,0,0,1,false,false,,
PATH:M6/2026-08-09-HW-9/Lessons/Problem-7.md,,,M6,2026-08-09-HW-9,2026-08-09,HW-9,Homework,Problem-7.md,Problem lesson,7,Exact Diffraction-Grating Positions on a Screen,M6/2026-08-09-HW-9/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-7.md,Turn the Order Into a Sine Ratio | Convert Sine to Tangent | Use Tangent for the Screen Position | Keep the Geometry Exact,0,0,1,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-1.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-1.md,Problem lesson,1,Auditing Qualitative Optics Claims,M7/2026-08-12-HW-10/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-1.md,Classify an Image by the Actual Rays | Measure Snell's-Law Angles from the Normal | Test a Diverging Lens with Magnification | Audit a Set of Claims One at a Time,2,2,1,false,true,CYCLE-017,3
PATH:M7/2026-08-12-HW-10/Lessons/Problem-2.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-2.md,Problem lesson,2,Identifying a Material from Refraction,M7/2026-08-12-HW-10/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-2.md,Put the Angles into Snell's Law | Calculate the Unknown Index | Measure Every Angle from the Normal | Compare with a Reference Material,0,0,0,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-3.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-3.md,Problem lesson,3,Choosing a Refracted Ray at a Boundary,M7/2026-08-12-HW-10/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-3.md,Draw the Normal First | Use the Refractive-Index Change | Choose the Possible Path,0,0,0,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-4.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-4.md,Problem lesson,4,Classifying a Plane-Mirror Image,M7/2026-08-12-HW-10/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-4.md,Place the Image Behind the Mirror | Classify the Image | Audit Every Part of a Description,1,1,1,false,true,CYCLE-017,3
PATH:M7/2026-08-12-HW-10/Lessons/Problem-5.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-5.md,Problem lesson,5,Reading Thin-Lens Magnification to Identify the Image and Lens,M7/2026-08-12-HW-10/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-5.md,Read the Sign First | Read the Magnitude Separately | Use the Object Position to Identify the Lens | Combine the Cues,1,1,1,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-6.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-6.md,Problem lesson,6,Inferring Lens Type from a Magnified Image,M7/2026-08-12-HW-10/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-6.md,Translate “Larger” into Magnification | Eliminate a Diverging Lens | Map the Two Magnifying Regions | Make Only the Guaranteed Inference,0,0,1,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-7.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-7.md,Problem lesson,7,Tracing a Parallel Ray Through a Converging Lens,M7/2026-08-12-HW-10/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-7.md,Locate the Near and Far Sides | Reverse the Travel Direction | Join the Lens Point to the Far Focus | Keep the Reverse Rule Separate | Choose the Labeled Path,2,1,0,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-8.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-8.md,Problem lesson,8,Classifying Images Formed by Thin Lenses,M7/2026-08-12-HW-10/Lessons/Problem-8.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-8.md,Run the Lens Decision | Use the Region Between \(f\) and \(2f\) | Cross Inside the Focal Point | Use the Diverging-Lens Invariant | Test Each Statement Independently,1,1,2,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-9.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-9.md,Problem lesson,9,Why Convex-Mirror Images Are Always Virtual,M7/2026-08-12-HW-10/Lessons/Problem-9.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-9.md,Read the Diverging-Ray Pattern | Use Backward Extensions to Locate the Image | Check Every Real-Object Distance | Separate Image Type From Size | Apply the Universal Rule,4,4,2,true,true,CYCLE-017,3
PATH:M7/2026-08-12-HW-10/Lessons/Problem-10.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-10.md,Problem lesson,10,Classifying a Lens from a Ray Diagram,M7/2026-08-12-HW-10/Lessons/Problem-10.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-10.md,Follow the Parallel Ray | Distinguish Actual Rays from Backward Extensions | Confirm the Classification with Both Cues,1,1,3,false,false,,
PATH:M7/2026-08-12-HW-10/Lessons/Problem-11.md,,,M7,2026-08-12-HW-10,2026-08-12,HW-10,Homework,Problem-11.md,Problem lesson,11,Solving the Thin-Lens Equation for Image Distance,M7/2026-08-12-HW-10/Lessons/Problem-11.md,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-11.md,Isolate the Image-Distance Reciprocal | Combine the Reciprocal Difference | Invert the Entire Fraction | Check the Sign and Focal-Point Boundary | Apply the Formula to the Ray Diagram,0,0,1,false,false,,
